,cycle_id,harvested_at,weight,size,total_harvest(kg),total_seed,survival_rate(%),average_weight(gr),est_remaining_population,biomass(kg),avg_pond_length,avg_pond_width,avg_pond_depth,long_cycle(day),total_feed(kg),avg_tray_number,avg_feed_remain%,count_fasting,total_mortal,avg_weight_mortal,avg_weight_sample
633,10371,2021-07-30,1080.0,237.0,255960.0,67000,382.03,4.219409282700422,-188960.0,-797.2995780590717,40.0,20.0,1.8,48,1081.0,0.0,0.0,5.0,0.0,0.0,2.5
634,10384,2021-07-25,95.0,200.0,19000.0,70000,27.14,5.0,51000.0,255.0,50.0,30.0,0.7,37,74.5,0.0,0.0,27.0,10000.0,5.0,0.0
635,10400,2021-08-13,508.0,85.0,43180.0,275000,15.7,11.764705882352942,231820.0,2727.294117647059,63.25,47.43,0.0,110,6094.5,0.0,0.0,0.0,0.0,0.0,12.706
636,10400,2021-08-25,712.0,62.0,44144.0,275000,31.75,16.129032258064516,187676.0,3027.032258064516,63.25,47.43,0.0,110,6094.5,0.0,0.0,0.0,0.0,0.0,12.706
637,10400,2021-09-09,812.0,55.0,44660.0,275000,47.99,18.181818181818183,143016.0,2600.2909090909093,63.25,47.43,0.0,110,6094.5,0.0,0.0,0.0,0.0,0.0,12.706
638,10400,2021-09-29,2500.0,37.0,92500.0,275000,81.63,27.027027027027028,50516.0,1365.2972972972973,63.25,47.43,0.0,110,6094.5,0.0,0.0,0.0,0.0,0.0,12.706
639,10408,2021-08-16,525.0,220.0,115500.0,100000,115.5,4.545454545454546,-15500.0,-70.45454545454545,29.3,21.98,1.5,56,649.8,0.0,0.0,3.0,0.0,0.0,3.73
640,10414,2021-10-01,750.0,43.0,32250.0,100000,32.25,23.25581395348837,67750.0,1575.581395348837,36.51,27.39,0.0,100,1551.3,0.0,0.0,3.0,0.0,0.0,9.47
641,10535,2021-08-09,57.0,160.0,9120.0,40000,22.8,6.25,30880.0,193.0,60.02,45.02,1.0,49,175.0,0.0,0.0,16.0,0.0,0.0,0.0
642,10535,2021-08-15,52.5,158.0,8295.0,40000,43.54,6.329113924050633,22585.0,142.94303797468353,60.02,45.02,1.0,49,175.0,0.0,0.0,16.0,0.0,0.0,0.0
643,10636,2021-08-29,90.0,130.0,11700.0,64000,18.28,7.6923076923076925,52300.0,402.3076923076923,51.88,38.91,0.0,61,102.0,0.0,0.0,27.0,0.0,0.0,0.0
644,10639,2021-08-30,40.0,400.0,16000.0,32000,50.0,2.5,16000.0,40.0,58.5,43.88,1.0,62,50.0,0.0,0.0,35.0,0.0,0.0,0.0
645,10703,2021-08-04,733.59,67.72,49678.7148,260000,19.11,14.766686355581808,210321.28519999998,3105.7484524512697,56.57,42.43,1.5,85,5618.0,0.0,0.0,43.0,0.0,0.0,10.85875
646,10703,2021-08-17,1162.19,48.5,56366.215000000004,260000,40.79,20.618556701030926,153955.0702,3174.331344329896,56.57,42.43,1.5,85,5618.0,0.0,0.0,43.0,0.0,0.0,10.85875
647,10704,2021-08-04,876.74,70.35,61678.65899999999,300000,20.56,14.214641080312724,238321.34100000001,3387.6523240938172,63.25,47.43,1.5,85,6546.0,0.0,0.0,2.0,0.0,0.0,11.45142857142857
648,10704,2021-08-17,1446.1,51.83,74951.363,300000,45.54,19.29384526336099,163369.978,3152.035076210689,63.25,47.43,1.5,85,6546.0,0.0,0.0,2.0,0.0,0.0,11.45142857142857
649,10705,2021-08-04,595.37,71.68,42676.121600000006,230000,18.55,13.950892857142856,187323.8784,2613.335357142857,55.38,41.53,1.5,85,4391.0,0.0,0.0,2.0,0.0,0.0,10.897142857142857
650,10705,2021-08-17,1105.19,53.85,59514.4815,230000,44.43,18.570102135561743,127809.39689999999,2373.4335543175484,55.38,41.53,1.5,85,4391.0,0.0,0.0,2.0,0.0,0.0,10.897142857142857
651,10706,2021-08-04,399.35,90.75,36241.012500000004,210000,17.26,11.019283746556473,173758.9875,1914.6995867768594,52.92,39.69,1.5,81,3715.0,0.0,0.0,0.0,0.0,0.0,8.911428571428571
652,10706,2021-08-17,627.11,64.91,40705.7101,210000,36.64,15.405946695424435,133053.2774,2049.8116992759205,52.92,39.69,1.5,81,3715.0,0.0,0.0,0.0,0.0,0.0,8.911428571428571
653,10710,2021-08-04,350.98,88.25,30973.985,220000,14.08,11.331444759206798,189026.015,2141.937847025496,54.16,40.62,1.5,81,3688.0,0.0,0.0,1.0,0.0,0.0,9.855
654,10710,2021-08-17,789.27,61.27,48358.5729,220000,36.06,16.321201240411295,140667.4421,2295.861630488004,54.16,40.62,1.5,81,3688.0,0.0,0.0,1.0,0.0,0.0,9.855
655,10711,2021-08-04,449.26,68.15,30617.069000000003,240000,12.76,14.673514306676447,209382.93099999998,3072.383433602347,56.57,42.43,1.5,81,4352.0,0.0,0.0,3.0,0.0,0.0,11.786249999999999
656,10711,2021-08-17,1086.95,51.8,56304.01,240000,36.22,19.305019305019304,153078.921,2955.191525096525,56.57,42.43,1.5,81,4352.0,0.0,0.0,3.0,0.0,0.0,11.786249999999999
657,10712,2021-08-04,302.94,80.39,24353.3466,220000,11.07,12.439358129120537,195646.6534,2433.7187884065183,54.16,40.62,1.5,81,3928.0,0.0,0.0,1.0,0.0,0.0,10.73625
658,10712,2021-08-17,938.5,59.14,55502.89,220000,36.3,16.909029421711192,140143.7634,2369.695018599932,54.16,40.62,1.5,81,3928.0,0.0,0.0,1.0,0.0,0.0,10.73625
659,10713,2021-08-04,237.13,82.89,19655.7057,180000,10.92,12.064181445288938,160344.2943,1934.422660152009,48.99,36.74,1.5,81,3153.0,0.0,0.0,1.0,0.0,0.0,10.23
660,10713,2021-08-17,545.55,59.48,32449.313999999995,180000,28.95,16.8123739071957,127894.98030000001,2150.218229657028,48.99,36.74,1.5,81,3153.0,0.0,0.0,1.0,0.0,0.0,10.23
661,10714,2021-08-04,592.76,67.45,39981.662000000004,250000,15.99,14.825796886582653,210018.338,3113.689221645663,57.74,43.3,1.48,85,4737.0,0.0,0.0,2.0,0.0,0.0,11.974285714285715
662,10714,2021-08-17,546.72,47.78,26122.281600000002,250000,26.44,20.929259104227707,183896.0564,3848.808212641272,57.74,43.3,1.48,85,4737.0,0.0,0.0,2.0,0.0,0.0,11.974285714285715
663,10718,2021-07-27,66.9,129.0,8630.1,91334,9.45,7.751937984496124,82703.9,641.1155038759689,32.66,24.49,0.0,120,1954.2,0.0,0.0,0.0,0.0,0.0,14.683333333333332
664,10718,2021-08-07,221.71,98.0,21727.58,91334,33.24,10.204081632653061,60976.32,622.2073469387755,32.66,24.49,0.0,120,1954.2,0.0,0.0,0.0,0.0,0.0,14.683333333333332
665,10718,2021-08-19,183.45,78.0,14309.099999999999,91334,48.9,12.820512820512821,46667.22,598.2976923076924,32.66,24.49,0.0,120,1954.2,0.0,0.0,0.0,0.0,0.0,14.683333333333332
666,10718,2021-08-31,294.4,62.0,18252.8,91334,68.89,16.129032258064516,28414.42,458.2970967741935,32.66,24.49,0.0,120,1954.2,0.0,0.0,0.0,0.0,0.0,14.683333333333332
667,10718,2021-09-17,336.96,47.0,15837.119999999999,91334,86.23,21.27659574468085,12577.300000000003,267.6021276595745,32.66,24.49,0.0,120,1954.2,0.0,0.0,0.0,0.0,0.0,14.683333333333332
668,10718,2021-09-23,440.0,39.0,17160.0,91334,105.02,25.641025641025642,-4582.699999999997,-117.50512820512813,32.66,24.49,0.0,120,1954.2,0.0,0.0,0.0,0.0,0.0,14.683333333333332
669,10718,2021-09-25,164.0,38.0,6232.0,91334,111.84,26.31578947368421,-10814.699999999997,-284.5973684210525,32.66,24.49,0.0,120,1954.2,0.0,0.0,0.0,0.0,0.0,14.683333333333332
670,10719,2021-07-27,69.21,131.0,9066.509999999998,72314,12.54,7.633587786259543,63247.490000000005,482.8052671755726,28.28,21.21,0.0,120,1849.1,0.0,0.0,0.0,0.0,0.0,14.916666666666666
671,10719,2021-08-07,94.37,97.0,9153.890000000001,72314,25.2,10.309278350515463,54093.6,557.6659793814432,28.28,21.21,0.0,120,1849.1,0.0,0.0,0.0,0.0,0.0,14.916666666666666
672,10719,2021-08-19,137.34,72.0,9888.48,72314,38.87,13.88888888888889,44205.12,613.96,28.28,21.21,0.0,120,1849.1,0.0,0.0,0.0,0.0,0.0,14.916666666666666
673,10719,2021-08-31,224.03,58.0,12993.74,72314,56.84,17.24137931034483,31211.380000000005,538.1272413793105,28.28,21.21,0.0,120,1849.1,0.0,0.0,0.0,0.0,0.0,14.916666666666666
674,10719,2021-09-17,213.99,48.0,10271.52,72314,71.04,20.833333333333332,20939.86,436.2470833333333,28.28,21.21,0.0,120,1849.1,0.0,0.0,0.0,0.0,0.0,14.916666666666666
675,10719,2021-09-23,411.0,42.0,17262.0,72314,94.91,23.80952380952381,3677.8600000000006,87.56809523809525,28.28,21.21,0.0,120,1849.1,0.0,0.0,0.0,0.0,0.0,14.916666666666666
676,10719,2021-09-25,204.0,41.0,8364.0,72314,106.48,24.390243902439025,-4686.139999999999,-114.2960975609756,28.28,21.21,0.0,120,1849.1,0.0,0.0,0.0,0.0,0.0,14.916666666666666
677,10737,2021-08-02,502.0,152.0,76304.0,150000,50.87,6.578947368421052,73696.0,484.84210526315786,28.28,21.21,1.7,72,1653.4,0.0,0.0,2.0,3936.0,84.92,7.3225
678,10737,2021-08-19,500.0,95.0,47500.0,150000,82.54,10.526315789473685,26196.0,275.7473684210526,28.28,21.21,1.7,72,1653.4,0.0,0.0,2.0,3936.0,84.92,7.3225
679,10737,2021-08-23,260.0,82.0,21320.0,150000,96.75,12.195121951219512,4876.0,59.46341463414634,28.28,21.21,1.7,72,1653.4,0.0,0.0,2.0,3936.0,84.92,7.3225
680,10755,2021-08-17,100.0,500.0,50000.0,110000,45.45,2.0,60000.0,120.0,63.07,47.3,0.0,45,150.0,0.0,0.0,24.0,0.0,0.0,0.0
681,10757,2021-08-17,90.0,250.0,22500.0,55000,40.91,4.0,32500.0,130.0,54.53,40.9,0.0,45,93.2,0.0,0.0,22.0,0.0,0.0,0.0
682,10759,2021-09-27,418.0,57.0,23826.0,120000,19.86,17.54385964912281,96174.0,1687.2631578947369,36.51,27.39,0.0,90,1100.0,0.0,0.0,2.0,0.0,0.0,7.557142857142857
683,10759,2021-10-01,275.0,51.0,14025.0,120000,31.54,19.607843137254903,82149.0,1610.764705882353,36.51,27.39,0.0,90,1100.0,0.0,0.0,2.0,0.0,0.0,7.557142857142857
684,10763,2021-08-17,285.0,167.0,47595.0,100000,47.6,5.9880239520958085,52405.0,313.8023952095808,40.0,40.5,1.0,56,1050.0,0.0,0.0,1.0,2213.0,23.41,6.88
685,10763,2021-08-22,223.0,120.0,26760.0,100000,74.36,8.333333333333334,25645.0,213.70833333333334,40.0,40.5,1.0,56,1050.0,0.0,0.0,1.0,2213.0,23.41,6.88
686,10763,2021-08-28,500.0,100.0,50000.0,100000,124.35,10.0,-24355.0,-243.55,40.0,40.5,1.0,56,1050.0,0.0,0.0,1.0,2213.0,23.41,6.88
687,10764,2021-08-17,44.0,194.0,8536.0,20000,42.68,5.154639175257732,11464.0,59.09278350515464,10.71,8.03,1.0,73,174.15,0.0,0.0,22.0,286.0,30.97,4.2
688,10764,2021-08-29,90.0,107.0,9630.0,20000,90.83,9.345794392523365,1834.0,17.14018691588785,10.71,8.03,1.0,73,174.15,0.0,0.0,22.0,286.0,30.97,4.2
689,10771,2021-09-08,867.63,83.33,72299.6079,375183,19.27,12.000480019200767,302883.3921,3634.7460950438012,42.27,31.7,1.1,90,6363.9,0.0,0.0,0.0,0.0,0.0,9.592
690,10771,2021-09-08,46.21,120.0,5545.2,375183,20.75,8.333333333333334,297338.1921,2477.8182675000003,42.27,31.7,1.1,90,6363.9,0.0,0.0,0.0,0.0,0.0,9.592
691,10771,2021-09-21,86.22,100.0,8622.0,375183,23.05,10.0,288716.1921,2887.161921,42.27,31.7,1.1,90,6363.9,0.0,0.0,0.0,0.0,0.0,9.592
692,10771,2021-09-21,1312.87,65.93,86557.5191,375183,46.12,15.167602002123463,202158.673,3066.2622933414223,42.27,31.7,1.1,90,6363.9,0.0,0.0,0.0,0.0,0.0,9.592
693,10771,2021-09-28,662.79,60.0,39767.399999999994,375183,56.72,16.666666666666668,162391.273,2706.521216666667,42.27,31.7,1.1,90,6363.9,0.0,0.0,0.0,0.0,0.0,9.592
694,10771,2021-09-28,40.33,92.0,3710.3599999999997,375183,57.71,10.869565217391305,158680.913,1724.7925326086959,42.27,31.7,1.1,90,6363.9,0.0,0.0,0.0,0.0,0.0,9.592
695,10771,2021-10-05,182.35,75.0,13676.25,375183,61.35,13.333333333333334,145004.663,1933.3955066666667,42.27,31.7,1.1,90,6363.9,0.0,0.0,0.0,0.0,0.0,9.592
696,10771,2021-10-05,614.89,55.22,33954.2258,375183,70.4,18.109380659181458,111050.43719999999,2011.0546396233249,42.27,31.7,1.1,90,6363.9,0.0,0.0,0.0,0.0,0.0,9.592
697,10772,2021-09-08,944.8,88.37,83491.976,431181,19.36,11.316057485572028,347689.024,3934.468982686432,45.31,33.99,1.1,83,7001.6,0.0,0.0,0.0,0.0,0.0,8.436666666666666
698,10772,2021-09-08,59.0,135.0,7965.0,431181,21.21,7.407407407407407,339724.024,2516.4742518518515,45.31,33.99,1.1,83,7001.6,0.0,0.0,0.0,0.0,0.0,8.436666666666666
699,10772,2021-09-21,1328.17,66.9,88854.57300000002,431181,41.82,14.947683109118083,250869.451,3749.917055306427,45.31,33.99,1.1,83,7001.6,0.0,0.0,0.0,0.0,0.0,8.436666666666666
700,10772,2021-09-21,121.95,98.0,11951.1,431181,44.59,10.204081632653061,238918.351,2437.942357142857,45.31,33.99,1.1,83,7001.6,0.0,0.0,0.0,0.0,0.0,8.436666666666666
701,10772,2021-09-28,1541.86,67.4,103921.364,431181,68.69,14.836795252225519,134996.98699999996,2002.9226557863497,45.31,33.99,1.1,83,7001.6,0.0,0.0,0.0,0.0,0.0,8.436666666666666
702,10772,2021-09-28,328.35,97.0,31849.95,431181,76.08,10.309278350515463,103147.03699999995,1063.371515463917,45.31,33.99,1.1,83,7001.6,0.0,0.0,0.0,0.0,0.0,8.436666666666666
703,10809,2021-09-01,125.0,300.0,37500.0,86000,43.6,3.3333333333333335,48500.0,161.66666666666669,52.35,39.26,1.0,57,125.0,0.0,0.0,21.0,0.0,0.0,0.0
704,10811,2021-08-13,30.0,250.0,7500.0,16000,46.88,4.0,8500.0,34.0,60.02,45.02,1.0,39,40.0,0.0,0.0,19.0,0.0,0.0,0.0
705,10811,2021-08-14,5.0,250.0,1250.0,16000,54.69,4.0,7250.0,29.0,60.02,45.02,1.0,39,40.0,0.0,0.0,19.0,0.0,0.0,0.0
706,10857,2021-08-29,150.0,130.0,19500.0,56400,34.57,7.6923076923076925,36900.0,283.84615384615387,50.0,30.0,1.0,55,83.6,0.0,0.0,29.0,0.0,0.0,0.0
707,10896,2021-08-24,45.0,180.0,8100.0,50000,16.2,5.555555555555555,41900.0,232.77777777777777,42.0,31.5,0.0,45,125.0,0.0,0.0,19.0,0.0,0.0,0.0
708,10896,2021-08-25,35.5,180.0,6390.0,50000,28.98,5.555555555555555,35510.0,197.27777777777777,42.0,31.5,0.0,45,125.0,0.0,0.0,19.0,0.0,0.0,0.0
709,10897,2021-08-19,73.0,170.0,12410.0,20000,62.05,5.882352941176471,7590.0,44.64705882352941,60.17,45.12,0.0,39,50.0,0.0,0.0,15.0,0.0,0.0,0.0
710,10984,2021-09-19,150.0,75.0,11250.0,70000,16.07,13.333333333333334,58750.0,783.3333333333334,36.51,27.39,1.0,71,226.0,0.0,0.0,0.0,0.0,0.0,6.925
711,10985,2021-08-06,200.0,270.0,54000.0,100000,54.0,3.7037037037037037,46000.0,170.37037037037035,36.51,27.39,1.4,37,401.0,0.0,0.0,1.0,0.0,0.0,2.3
712,11017,2021-08-30,148.0,108.0,15984.0,50000,31.97,9.25925925925926,34016.0,314.962962962963,36.51,27.39,1.3,109,1243.0,0.0,0.0,3.0,0.0,0.0,10.322222222222223
713,11017,2021-09-13,176.0,73.0,12848.0,50000,57.66,13.698630136986301,21168.0,289.972602739726,36.51,27.39,1.3,109,1243.0,0.0,0.0,3.0,0.0,0.0,10.322222222222223
714,11017,2021-09-28,155.0,47.0,7285.0,50000,72.23,21.27659574468085,13883.0,295.3829787234042,36.51,27.39,1.3,109,1243.0,0.0,0.0,3.0,0.0,0.0,10.322222222222223
715,11017,2021-10-20,419.4,31.5,13211.099999999999,50000,98.66,31.74603174603175,671.9000000000015,21.33015873015878,36.51,27.39,1.3,109,1243.0,0.0,0.0,3.0,0.0,0.0,10.322222222222223
716,11042,2021-09-17,65.79,152.0,10000.080000000002,100000,10.0,6.578947368421051,89999.92,592.1047368421051,38.3,28.72,1.2,71,325.0,0.0,0.0,1.0,11306.0,12.0,4.733333333333333
717,11042,2021-09-18,2.8,152.0,425.59999999999997,100000,10.43,6.578947368421053,89574.31999999999,589.3047368421053,38.3,28.72,1.2,71,325.0,0.0,0.0,1.0,11306.0,12.0,4.733333333333333
718,11042,2021-10-01,157.0,95.0,14915.0,100000,25.34,10.526315789473685,74659.32,785.8875789473685,38.3,28.72,1.2,71,325.0,0.0,0.0,1.0,11306.0,12.0,4.733333333333333
719,11044,2021-09-28,450.0,110.0,49500.0,110000,45.0,9.090909090909092,60500.0,550.0,51.64,38.73,1.0,68,425.4,0.0,0.0,6.0,0.0,0.0,5.266666666666667
720,11080,2021-09-21,212.0,160.0,33920.0,188700,17.98,6.25,154780.0,967.375,44.72,33.54,1.2,60,575.0,0.0,0.0,2.0,0.0,0.0,4.633333333333333
721,11081,2021-10-04,252.0,64.0,16128.0,115600,13.95,15.625,99472.0,1554.25,38.3,28.72,0.0,72,626.1,0.0,0.0,37.0,1632.0,69.11,5.825
722,11109,2021-09-06,97.0,200.0,19400.0,20000,97.0,5.0,600.0,3.0,60.17,45.12,1.0,43,130.0,0.0,0.0,14.0,0.0,0.0,0.0
723,11149,2021-09-03,250.0,175.0,43750.0,70000,62.5,5.714285714285714,26250.0,150.0,44.72,33.54,0.0,39,306.45,0.0,0.0,0.0,0.0,0.0,5.1
724,11159,2021-10-19,406.0,46.0,18676.0,100000,18.68,21.73913043478261,81324.0,1767.913043478261,40.0,30.0,0.0,96,680.0,0.0,0.0,8.0,0.0,0.0,0.0
725,11168,2021-09-01,95.0,320.0,30400.0,70000,43.43,3.125,39600.0,123.75,44.72,33.54,0.0,82,880.45,0.0,0.0,4.0,0.0,0.0,10.838571428571429
726,11168,2021-09-23,150.0,92.0,13800.0,70000,63.14,10.869565217391305,25800.0,280.4347826086957,44.72,33.54,0.0,82,880.45,0.0,0.0,4.0,0.0,0.0,10.838571428571429
727,11168,2021-10-14,405.0,60.0,24300.0,70000,97.86,16.666666666666668,1500.0,25.0,44.72,33.54,0.0,82,880.45,0.0,0.0,4.0,0.0,0.0,10.838571428571429
728,11225,2021-10-14,161.7,69.5,11238.15,90000,12.49,14.388489208633095,78761.85,1133.2640287769786,32.66,24.49,0.0,81,700.0,0.0,0.0,2.0,3283.0,15.74,4.8759999999999994
729,11225,2021-10-17,11.0,67.0,737.0,90000,13.31,14.925373134328359,78024.85,1164.5500000000002,32.66,24.49,0.0,81,700.0,0.0,0.0,2.0,3283.0,15.74,4.8759999999999994
730,11225,2021-10-19,265.0,66.5,17622.5,90000,32.89,15.037593984962406,60402.35,908.306015037594,32.66,24.49,0.0,81,700.0,0.0,0.0,2.0,3283.0,15.74,4.8759999999999994
731,11304,2021-09-12,50.0,350.0,17500.0,150000,11.67,2.857142857142857,132500.0,378.57142857142856,36.51,27.39,1.0,68,647.5,0.0,0.0,0.0,0.0,0.0,3.7350000000000003
732,11304,2021-10-03,150.0,250.0,37500.0,150000,36.67,4.0,95000.0,380.0,36.51,27.39,1.0,68,647.5,0.0,0.0,0.0,0.0,0.0,3.7350000000000003
733,11304,2021-10-09,60.0,220.0,13200.0,150000,45.47,4.545454545454546,81800.0,371.8181818181818,36.51,27.39,1.0,68,647.5,0.0,0.0,0.0,0.0,0.0,3.7350000000000003
734,11304,2021-10-10,25.0,220.0,5500.0,150000,49.13,4.545454545454546,76300.0,346.8181818181818,36.51,27.39,1.0,68,647.5,0.0,0.0,0.0,0.0,0.0,3.7350000000000003
735,11317,2021-09-25,60.0,190.0,11400.0,30000,38.0,5.2631578947368425,18600.0,97.89473684210526,20.0,15.0,0.0,92,235.6,0.0,0.0,0.0,0.0,0.0,8.5
736,11317,2021-10-20,70.0,98.0,6860.0,30000,60.87,10.204081632653061,11740.0,119.79591836734694,20.0,15.0,0.0,92,235.6,0.0,0.0,0.0,0.0,0.0,8.5
737,11317,2021-10-27,100.0,80.0,8000.0,30000,87.53,12.5,3740.0,46.75,20.0,15.0,0.0,92,235.6,0.0,0.0,0.0,0.0,0.0,8.5
738,11338,2021-10-11,100.0,101.0,10100.0,55000,18.36,9.900990099009901,44900.0,444.55445544554453,28.87,21.65,1.0,82,624.167,0.0,0.0,0.0,0.0,0.0,4.775
739,11338,2021-10-25,150.0,83.0,12450.0,55000,41.0,12.048192771084338,32450.0,390.9638554216868,28.87,21.65,1.0,82,624.167,0.0,0.0,0.0,0.0,0.0,4.775
740,11338,2021-10-30,297.6,76.0,22617.600000000002,55000,82.12,13.157894736842104,9832.399999999994,129.37368421052622,28.87,21.65,1.0,82,624.167,0.0,0.0,0.0,0.0,0.0,4.775
741,11339,2021-10-11,70.0,141.0,9870.0,55000,17.95,7.092198581560283,45130.0,320.0709219858156,28.87,21.65,1.0,82,549.9110000000001,0.0,0.0,0.0,0.0,0.0,4.125
742,11339,2021-10-25,150.0,115.0,17250.0,55000,49.31,8.695652173913043,27880.0,242.43478260869566,28.87,21.65,1.0,82,549.9110000000001,0.0,0.0,0.0,0.0,0.0,4.125
743,11339,2021-10-30,121.0,102.0,12342.0,55000,71.75,9.803921568627452,15538.0,152.33333333333334,28.87,21.65,1.0,82,549.9110000000001,0.0,0.0,0.0,0.0,0.0,4.125
744,11340,2021-10-11,58.0,99.5,5771.0,25000,23.08,10.050251256281408,19229.0,193.25628140703517,12.65,9.49,1.0,99,491.401,0.0,0.0,0.0,0.0,0.0,7.12
745,11340,2021-10-26,86.0,69.0,5934.0,25000,46.82,14.492753623188406,13295.0,192.68115942028984,12.65,9.49,1.0,99,491.401,0.0,0.0,0.0,0.0,0.0,7.12
746,11340,2021-11-15,306.0,47.0,14382.0,25000,104.35,21.27659574468085,-1087.0,-23.127659574468087,12.65,9.49,1.0,99,491.401,0.0,0.0,0.0,0.0,0.0,7.12
747,11341,2021-10-11,68.0,99.5,6766.0,25000,27.06,10.050251256281408,18234.0,183.25628140703517,12.65,9.49,1.0,99,541.08,0.0,0.0,0.0,0.0,0.0,6.375
748,11341,2021-10-26,77.0,72.0,5544.0,25000,49.24,13.88888888888889,12690.0,176.25,12.65,9.49,1.0,99,541.08,0.0,0.0,0.0,0.0,0.0,6.375
749,11341,2021-11-15,250.0,45.0,11250.0,25000,94.24,22.22222222222222,1440.0,32.0,12.65,9.49,1.0,99,541.08,0.0,0.0,0.0,0.0,0.0,6.375
750,11342,2021-10-22,100.0,92.0,9200.0,100000,9.2,10.869565217391305,90800.0,986.9565217391305,40.0,30.0,1.0,99,1309.5,0.0,0.0,27.0,0.0,0.0,12.15
751,11342,2021-11-04,682.5,66.0,45045.0,100000,54.24,15.151515151515152,45755.0,693.2575757575758,40.0,30.0,1.0,99,1309.5,0.0,0.0,27.0,0.0,0.0,12.15
752,11345,2021-09-08,200.0,85.0,17000.0,172000,9.88,11.764705882352942,155000.0,1823.529411764706,36.51,27.39,1.0,75,824.1,0.0,0.0,18.0,0.0,0.0,9.824
753,11345,2021-09-25,650.0,51.0,33150.0,172000,29.16,19.607843137254903,121850.0,2389.21568627451,36.51,27.39,1.0,75,824.1,0.0,0.0,18.0,0.0,0.0,9.824
754,11346,2021-09-17,155.0,200.0,31000.0,120000,25.83,5.0,89000.0,445.0,40.0,30.0,1.1,64,750.5,0.0,0.0,11.0,10200.0,35.28,3.9275
755,11346,2021-09-19,200.0,200.0,40000.0,120000,59.17,5.0,49000.0,245.0,40.0,30.0,1.1,64,750.5,0.0,0.0,11.0,10200.0,35.28,3.9275
756,11347,2021-09-13,28.0,300.0,8400.0,10000,84.0,3.3333333333333335,1600.0,5.333333333333334,40.0,30.0,0.0,35,15.5,0.0,0.0,21.0,0.0,0.0,3.3
757,11351,2021-10-01,100.0,165.0,16500.0,48000,34.38,6.0606060606060606,31500.0,190.9090909090909,51.64,38.73,1.0,53,125.5,0.0,0.0,14.0,0.0,0.0,0.0
758,11352,2021-10-26,207.0,77.0,15939.0,80000,19.92,12.987012987012987,64061.0,831.961038961039,36.51,27.39,0.0,87,738.5,0.0,0.0,3.0,0.0,0.0,5.033333333333333
759,11352,2021-11-01,85.0,77.0,6545.0,80000,28.11,12.987012987012987,57516.0,746.961038961039,36.51,27.39,0.0,87,738.5,0.0,0.0,3.0,0.0,0.0,5.033333333333333
760,11422,2021-10-02,150.0,150.0,22500.0,20000,112.5,6.666666666666667,-2500.0,-16.666666666666668,73.03,54.77,0.0,52,70.0,0.0,0.0,26.0,0.0,0.0,6.6
761,11424,2021-09-14,250.0,235.0,58750.0,100000,58.75,4.25531914893617,41250.0,175.531914893617,44.72,33.54,1.0,47,216.5,0.0,0.0,25.0,0.0,0.0,4.2
762,11509,2021-10-17,200.0,100.0,20000.0,90000,22.22,10.0,70000.0,700.0,36.51,27.39,0.0,61,368.0,0.0,0.0,4.0,478.0,45.019999999999996,5.125
763,11522,2021-10-04,15.0,250.0,3750.0,50000,7.5,4.0,46250.0,185.0,57.36,43.02,1.0,59,50.0,0.0,0.0,39.0,0.0,0.0,0.0
764,11522,2021-10-06,10.0,250.0,2500.0,50000,12.5,4.0,43750.0,175.0,57.36,43.02,1.0,59,50.0,0.0,0.0,39.0,0.0,0.0,0.0
765,11522,2021-10-16,65.0,230.0,14950.0,50000,42.4,4.3478260869565215,28800.0,125.21739130434783,57.36,43.02,1.0,59,50.0,0.0,0.0,39.0,0.0,0.0,0.0
766,11523,2021-10-05,72.0,250.0,18000.0,50000,36.0,4.0,32000.0,128.0,60.02,45.02,1.0,60,125.0,0.0,0.0,30.0,0.0,0.0,0.0
767,11523,2021-10-17,28.0,200.0,5600.0,50000,47.2,5.0,26400.0,132.0,60.02,45.02,1.0,60,125.0,0.0,0.0,30.0,0.0,0.0,0.0
768,11524,2021-09-30,70.0,220.0,15400.0,100000,15.4,4.545454545454546,84600.0,384.54545454545456,60.02,45.02,1.0,52,180.0,0.0,0.0,21.0,0.0,0.0,0.0
769,11524,2021-10-10,193.0,230.0,44390.0,100000,59.79,4.3478260869565215,40210.0,174.82608695652172,60.02,45.02,1.0,52,180.0,0.0,0.0,21.0,0.0,0.0,0.0
770,11544,2021-10-14,140.0,97.0,13580.0,100000,13.58,10.309278350515465,86420.0,890.9278350515465,40.0,30.0,1.2,58,779.0,0.0,0.0,3.0,0.0,0.0,4.983333333333333
771,11544,2021-10-16,212.0,95.0,20140.0,100000,33.72,10.526315789473685,66280.0,697.6842105263158,40.0,30.0,1.2,58,779.0,0.0,0.0,3.0,0.0,0.0,4.983333333333333
772,11609,2021-09-26,106.91,143.0,15288.13,134335,11.38,6.993006993006993,119046.87,832.4955944055944,51.64,38.73,0.0,113,3055.4,0.0,0.0,0.0,0.0,0.0,15.89
773,11609,2021-10-08,256.87,83.0,21320.21,134335,27.25,12.048192771084338,97726.66,1177.429638554217,51.64,38.73,0.0,113,3055.4,0.0,0.0,0.0,0.0,0.0,15.89
774,11609,2021-10-21,357.02,63.0,22492.26,134335,43.99,15.873015873015873,75234.40000000001,1194.1968253968255,51.64,38.73,0.0,113,3055.4,0.0,0.0,0.0,0.0,0.0,15.89
